id,USERID,DEPARTMENT,TIMESTAMPS,EVENTID,TERMINALSN,ACCESSMETHOD,REMARKS,TERMINALIP,PHOTO,PHOTOSIZE,RECLOGDTM,RECLOGFROMIP,LOCAL_TIMESTAMP,PhotoPath
686002,Unknown User,,2016-08-01 04:05:01.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:05:02.000,10.0.170.250,2016-08-01 07:05:01.000,NULL
686003,Unknown User,,2016-08-01 04:05:05.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:05:07.000,10.0.170.250,2016-08-01 07:05:05.000,NULL
686006,Unknown User,,2016-08-01 04:05:09.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:05:11.000,10.0.170.250,2016-08-01 07:05:09.000,NULL
686007,Unknown User,,2016-08-01 04:05:11.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:05:14.000,10.0.170.250,2016-08-01 07:05:11.000,NULL
686009,Unknown User,,2016-08-01 04:05:12.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:05:15.000,10.0.170.250,2016-08-01 07:05:12.000,NULL
686011,Unknown User,,2016-08-01 04:05:13.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:05:16.000,10.0.170.250,2016-08-01 07:05:13.000,NULL
686012,Unknown User,,2016-08-01 04:05:15.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:05:17.000,10.0.170.250,2016-08-01 07:05:15.000,NULL
686013,Unknown User,,2016-08-01 04:05:17.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:05:19.000,10.0.170.250,2016-08-01 07:05:17.000,NULL
686014,Unknown User,,2016-08-01 04:05:19.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:05:20.000,10.0.170.250,2016-08-01 07:05:19.000,NULL
686016,Unknown User,,2016-08-01 04:05:22.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:05:23.000,10.0.170.250,2016-08-01 07:05:22.000,NULL
686017,Unknown User,,2016-08-01 04:05:24.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:05:25.000,10.0.170.250,2016-08-01 07:05:24.000,NULL
686018,Unknown User,,2016-08-01 04:05:26.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:05:26.000,10.0.170.250,2016-08-01 07:05:26.000,NULL
686019,Unknown User,,2016-08-01 04:05:27.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:05:28.000,10.0.170.250,2016-08-01 07:05:27.000,NULL
686022,Unknown User,,2016-08-01 04:05:32.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:05:35.000,10.0.170.250,2016-08-01 07:05:32.000,NULL
686023,Unknown User,,2016-08-01 04:05:35.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:05:37.000,10.0.170.250,2016-08-01 07:05:35.000,NULL
686024,Unknown User,,2016-08-01 04:05:40.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:05:43.000,10.0.170.250,2016-08-01 07:05:40.000,NULL
686025,Unknown User,,2016-08-01 04:05:43.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:05:45.000,10.0.170.250,2016-08-01 07:05:43.000,NULL
686028,Unknown User,,2016-08-01 04:05:45.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:05:48.000,10.0.170.250,2016-08-01 07:05:45.000,NULL
686081,Unknown User,,2016-08-01 04:05:48.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:14:35.000,10.0.170.250,2016-08-01 07:05:48.000,NULL
686089,Unknown User,,2016-08-01 04:15:07.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:15:11.000,10.0.170.250,2016-08-01 07:15:07.000,NULL
686093,Unknown User,,2016-08-01 04:15:08.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:15:17.000,10.0.170.250,2016-08-01 07:15:08.000,NULL
686095,Unknown User,,2016-08-01 04:15:11.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:15:21.000,10.0.170.250,2016-08-01 07:15:11.000,NULL
686128,Unknown User,,2016-08-01 04:15:15.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:18:14.000,10.0.170.250,2016-08-01 07:15:15.000,NULL
686130,Unknown User,,2016-08-01 04:18:08.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:18:19.000,10.0.170.250,2016-08-01 07:18:08.000,NULL
686132,Unknown User,,2016-08-01 04:18:10.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:18:27.000,10.0.170.250,2016-08-01 07:18:10.000,NULL
686133,Unknown User,,2016-08-01 04:18:16.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:18:27.000,10.0.170.250,2016-08-01 07:18:16.000,NULL
686134,Unknown User,,2016-08-01 04:18:17.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:18:27.000,10.0.170.250,2016-08-01 07:18:17.000,NULL
686135,Unknown User,,2016-08-01 04:18:19.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:18:27.000,10.0.170.250,2016-08-01 07:18:19.000,NULL
686136,Unknown User,,2016-08-01 04:18:20.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:18:33.000,10.0.170.250,2016-08-01 07:18:20.000,NULL
686147,Unknown User,,2016-08-01 04:18:23.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:19:50.000,10.0.170.250,2016-08-01 07:18:23.000,NULL
686159,Unknown User,,2016-08-01 04:20:27.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:20:31.000,10.0.170.250,2016-08-01 07:20:27.000,NULL
686161,Unknown User,,2016-08-01 04:20:28.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:20:38.000,10.0.170.250,2016-08-01 07:20:28.000,NULL
686163,Unknown User,,2016-08-01 04:20:35.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:20:42.000,10.0.170.250,2016-08-01 07:20:35.000,NULL
686184,Unknown User,,2016-08-01 04:20:36.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:23:48.000,10.0.170.250,2016-08-01 07:20:36.000,NULL
686185,Unknown User,,2016-08-01 04:23:37.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:23:58.000,10.0.170.250,2016-08-01 07:23:37.000,NULL
686187,Unknown User,,2016-08-01 04:23:39.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:24:14.000,10.0.170.250,2016-08-01 07:23:39.000,NULL
686188,Unknown User,,2016-08-01 04:23:40.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:24:14.000,10.0.170.250,2016-08-01 07:23:40.000,NULL
686189,Unknown User,,2016-08-01 04:23:43.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:24:14.000,10.0.170.250,2016-08-01 07:23:43.000,NULL
686191,Unknown User,,2016-08-01 04:23:58.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:24:14.000,10.0.170.250,2016-08-01 07:23:58.000,NULL
686193,Unknown User,,2016-08-01 04:24:04.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:24:22.000,10.0.170.250,2016-08-01 07:24:04.000,NULL
686202,Unknown User,,2016-08-01 04:24:06.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:25:23.000,10.0.170.250,2016-08-01 07:24:06.000,NULL
686203,Unknown User,,2016-08-01 04:24:08.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:25:23.000,10.0.170.250,2016-08-01 07:24:08.000,NULL
686204,Unknown User,,2016-08-01 04:24:09.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:25:23.000,10.0.170.250,2016-08-01 07:24:09.000,NULL
686205,Unknown User,,2016-08-01 04:24:12.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:25:23.000,10.0.170.250,2016-08-01 07:24:12.000,NULL
686209,Unknown User,,2016-08-01 04:25:16.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:25:28.000,10.0.170.250,2016-08-01 07:25:16.000,NULL
686210,Unknown User,,2016-08-01 04:25:18.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:25:34.000,10.0.170.250,2016-08-01 07:25:18.000,NULL
686211,Unknown User,,2016-08-01 04:25:22.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:25:34.000,10.0.170.250,2016-08-01 07:25:22.000,NULL
686212,Unknown User,,2016-08-01 04:25:23.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:25:34.000,10.0.170.250,2016-08-01 07:25:23.000,NULL
686213,Unknown User,,2016-08-01 04:25:25.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:25:34.000,10.0.170.250,2016-08-01 07:25:25.000,NULL
686218,Unknown User,,2016-08-01 04:25:29.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:25:40.000,10.0.170.250,2016-08-01 07:25:29.000,NULL
686221,Unknown User,,2016-08-01 04:25:35.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:25:51.000,10.0.170.250,2016-08-01 07:25:35.000,NULL
686222,Unknown User,,2016-08-01 04:25:38.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:25:51.000,10.0.170.250,2016-08-01 07:25:38.000,NULL
686224,Unknown User,,2016-08-01 04:25:43.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:25:57.000,10.0.170.250,2016-08-01 07:25:43.000,NULL
686226,Unknown User,,2016-08-01 04:25:45.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:26:02.000,10.0.170.250,2016-08-01 07:25:45.000,NULL
686227,Unknown User,,2016-08-01 04:25:46.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:26:02.000,10.0.170.250,2016-08-01 07:25:46.000,NULL
686228,Unknown User,,2016-08-01 04:25:47.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:26:02.000,10.0.170.250,2016-08-01 07:25:47.000,NULL
686229,Unknown User,,2016-08-01 04:25:48.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:26:02.000,10.0.170.250,2016-08-01 07:25:48.000,NULL
686238,Unknown User,,2016-08-01 04:25:57.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:27:03.000,10.0.170.250,2016-08-01 07:25:57.000,NULL
686239,Unknown User,,2016-08-01 04:26:58.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:27:06.000,10.0.170.250,2016-08-01 07:26:58.000,NULL
686241,Unknown User,,2016-08-01 04:27:01.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:27:13.000,10.0.170.250,2016-08-01 07:27:01.000,NULL
686243,Unknown User,,2016-08-01 04:27:08.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:27:16.000,10.0.170.250,2016-08-01 07:27:08.000,NULL
686264,Unknown User,,2016-08-01 04:27:13.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:29:16.000,10.0.170.250,2016-08-01 07:27:13.000,NULL
686266,Unknown User,,2016-08-01 04:29:08.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:29:23.000,10.0.170.250,2016-08-01 07:29:08.000,NULL
686303,Unknown User,,2016-08-01 04:29:09.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:38:53.000,10.0.170.250,2016-08-01 07:29:09.000,NULL
686315,Unknown User,,2016-08-01 04:41:37.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:41:42.000,10.0.170.250,2016-08-01 07:41:37.000,NULL
686316,Unknown User,,2016-08-01 04:41:42.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:41:49.000,10.0.170.250,2016-08-01 07:41:42.000,NULL
686320,Unknown User,,2016-08-01 04:42:36.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:42:47.000,10.0.170.250,2016-08-01 07:42:36.000,NULL
686344,Unknown User,,2016-08-01 04:42:40.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:46:34.000,10.0.170.250,2016-08-01 07:42:40.000,NULL
686347,Unknown User,,2016-08-01 04:46:26.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:46:42.000,10.0.170.250,2016-08-01 07:46:26.000,NULL
686349,Unknown User,,2016-08-01 04:46:28.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:47:06.000,10.0.170.250,2016-08-01 07:46:28.000,NULL
686350,Unknown User,,2016-08-01 04:46:30.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:47:06.000,10.0.170.250,2016-08-01 07:46:30.000,NULL
686355,Unknown User,,2016-08-01 04:47:25.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:47:30.000,10.0.170.250,2016-08-01 07:47:25.000,NULL
686357,Unknown User,,2016-08-01 04:47:27.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:47:37.000,10.0.170.250,2016-08-01 07:47:27.000,NULL
686359,Unknown User,,2016-08-01 04:47:33.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:47:39.000,10.0.170.250,2016-08-01 07:47:33.000,NULL
686361,Unknown User,,2016-08-01 04:47:35.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:47:43.000,10.0.170.250,2016-08-01 07:47:35.000,NULL
686363,Unknown User,,2016-08-01 04:47:42.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:47:46.000,10.0.170.250,2016-08-01 07:47:42.000,NULL
686364,Unknown User,,2016-08-01 04:47:46.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:47:47.000,10.0.170.250,2016-08-01 07:47:46.000,NULL
686414,Unknown User,,2016-08-01 04:59:36.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 07:59:51.000,10.0.170.250,2016-08-01 07:59:36.000,NULL
686415,Unknown User,,2016-08-01 04:59:38.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:00:04.000,10.0.170.250,2016-08-01 07:59:38.000,NULL
686416,Unknown User,,2016-08-01 04:59:39.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:00:05.000,10.0.170.250,2016-08-01 07:59:39.000,NULL
686417,Unknown User,,2016-08-01 04:59:40.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:00:05.000,10.0.170.250,2016-08-01 07:59:40.000,NULL
686418,Unknown User,,2016-08-01 04:59:41.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:00:05.000,10.0.170.250,2016-08-01 07:59:41.000,NULL
686419,Unknown User,,2016-08-01 04:59:42.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:00:05.000,10.0.170.250,2016-08-01 07:59:42.000,NULL
686420,Unknown User,,2016-08-01 04:59:44.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:00:05.000,10.0.170.250,2016-08-01 07:59:44.000,NULL
686421,Unknown User,,2016-08-01 04:59:45.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:00:05.000,10.0.170.250,2016-08-01 07:59:45.000,NULL
686422,Unknown User,,2016-08-01 04:59:47.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:00:05.000,10.0.170.250,2016-08-01 07:59:47.000,NULL
686423,Unknown User,,2016-08-01 04:59:48.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:00:05.000,10.0.170.250,2016-08-01 07:59:48.000,NULL
686424,Unknown User,,2016-08-01 04:59:50.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:00:05.000,10.0.170.250,2016-08-01 07:59:50.000,NULL
686426,Unknown User,,2016-08-01 04:59:51.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:00:12.000,10.0.170.250,2016-08-01 07:59:51.000,NULL
686438,Unknown User,,2016-08-01 05:03:37.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:03:55.000,10.0.170.250,2016-08-01 08:03:37.000,NULL
686440,Unknown User,,2016-08-01 05:03:38.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:04:07.000,10.0.170.250,2016-08-01 08:03:38.000,NULL
686441,Unknown User,,2016-08-01 05:03:40.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:04:07.000,10.0.170.250,2016-08-01 08:03:40.000,NULL
686442,Unknown User,,2016-08-01 05:03:41.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:04:08.000,10.0.170.250,2016-08-01 08:03:41.000,NULL
686443,Unknown User,,2016-08-01 05:03:42.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:04:08.000,10.0.170.250,2016-08-01 08:03:42.000,NULL
686444,Unknown User,,2016-08-01 05:03:45.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:04:08.000,10.0.170.250,2016-08-01 08:03:45.000,NULL
686445,Unknown User,,2016-08-01 05:03:46.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:04:08.000,10.0.170.250,2016-08-01 08:03:46.000,NULL
686446,Unknown User,,2016-08-01 05:03:47.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:04:08.000,10.0.170.250,2016-08-01 08:03:47.000,NULL
686447,Unknown User,,2016-08-01 05:03:49.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:04:08.000,10.0.170.250,2016-08-01 08:03:49.000,NULL
686450,Unknown User,,2016-08-01 05:04:00.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:04:17.000,10.0.170.250,2016-08-01 08:04:00.000,NULL
686456,Unknown User,,2016-08-01 05:04:04.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:04:45.000,10.0.170.250,2016-08-01 08:04:04.000,NULL
686457,Unknown User,,2016-08-01 05:04:07.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:04:45.000,10.0.170.250,2016-08-01 08:04:07.000,NULL
686458,Unknown User,,2016-08-01 05:04:08.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:04:45.000,10.0.170.250,2016-08-01 08:04:08.000,NULL
686459,Unknown User,,2016-08-01 05:04:10.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:04:45.000,10.0.170.250,2016-08-01 08:04:10.000,NULL
686460,Unknown User,,2016-08-01 05:04:12.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:04:45.000,10.0.170.250,2016-08-01 08:04:12.000,NULL
686462,Unknown User,,2016-08-01 05:04:37.000,CASE-IS-CLOSED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:04:53.000,10.0.170.250,2016-08-01 08:04:37.000,NULL
686651,Unknown User,,2016-08-01 05:04:40.000,CASE-IS-OPENED,00111DA0EDAD,RDOOR,"#RDOOR# ",00111DA0EDAD,NULL,0,2016-08-01 08:33:40.000,10.0.170.250,2016-08-01 08:04:40.000,NULL
710462,Unknown User,,2016-08-18 11:07:53.000,CASE-IS-CLOSED,00111DA0EDAF,RDOOR,"#RDOOR# ",00111DA0EDAF,NULL,0,2016-08-18 14:07:53.000,10.0.170.250,2016-08-18 14:07:53.000,NULL
